start	end	text
1574400	1576400	経験学習できないわけですよ
1576400	1577400	そうですね
1577400	1578400	そうですね
1579400	1582400	なんですけどそのコストがどうか
1582400	1586400	その費用がいくらぐらいのかみたいな
1586400	1590400	ところを何ヶ月も何年もやっているっていう
1590400	1593400	人たちがあまりに多すぎるっていうね
1593400	1596400	まあねちゃんと効果があるものじゃないと出せないっていうね
1596400	1597400	うんうん
1597400	1598400	まあその
1598400	1599400	こなれていればね
1599400	1600400	こなれている
1600400	1602400	こなれているものがどんだけこのようにあるかって話なんですけど
1602400	1608400	まあとはいえこの仕組み入れればっていう方程しかできないまで成熟させるってなると
1608400	1611400	まあ今今ね使えるかどうかで言うと使えないですよね
1611400	1612400	そうですね
1612400	1613400	うん
1613400	1614400	うん
1614400	1615400	うん
1615400	1616400	うん
1616400	1617400	っていうことなのでとにかく
1617400	1618400	えっと
1618400	1620400	ラングスミス
1620400	1623400	などを使って
1623400	1625400	素早くリリースした後に
1625400	1628400	経験学習をベースにもう振り返って
1628400	1629400	うん
1629400	1630400	振り返って次へ
1630400	1632400	をいかにその回転数を
1632400	1633400	回転数ともう
1633400	1634400	ケーデンスですよね
1634400	1636400	回転数を上げていけるかと
1637400	1640400	いうところをこだわってやっていきましょうっていうのが
1641400	1644400	改めて参加して思ったところですね
1644400	1647400	まあそこの基本はやっぱり抑えてるっていうのが
1647400	1648400	うん
1648400	1649400	熱いですね
1649400	1650400	はい
1650400	1651400	うん
1651400	1657400	でそのラングスミスの話があってその上物というか
1657400	1658400	そのディープエージェンツ
1658400	1659400	そうですね
1659400	1660400	はい
1660400	1665400	でディープエージェンツがあのまあすでにありますが
1666400	1670400	えっとマネージドディープエージェンツっていうのが発表されましたと
1670400	1671400	うん
1671400	1672400	これ1個目ですね
1672400	1673400	これの
1673400	1674400	マネージドエージェンツブーブですね
1674400	1675400	そうですね
1675400	1676400	ええ
1676400	1680400	後ほど上げるそのLLMゲートウェイとか
1680400	1681400	コンテキストハブとかも
1681400	1682400	まあ統合して
1682400	1685400	まああとディープエージェンツも統合して
1686400	1689400	まあ提供する基盤なのかな
1690400	1691400	うんうん
1695400	1696400	!
1696400	1698400	ということでラングスミスの
1698400	1700400	あのサンドボックスの環境だったり
1700400	1702400	コンテキストハブだったり
1702400	1703400	これですね
1703400	1704400	これですね
1704400	1707400	実行環境やディープエージェンツのハーネスを
1707400	1708400	まあまとめて
1709400	1709400
1710400	1711400	マネージできると
1712400	1713400	いう
1713400	1714400	まあなんてですかね
1714400	1716400	マネージドディープエージェンツっていう
1716400	1717400	何なんだろう
1717400	1719400	ブランドなのか
1720400	1722400	まああれですよね
1722400	1723400	あのー
1723400	1724400	ディープエージェンツの
1724400	1726400	プロンプトだったりとかスキルとかそういったものを
1727400	1728400	クラウドで運用できるっていう
1729400	1729400
1729400	1730400	感じですね
1730400	1732400	でクラウドテクを設定したものを
1732400	1733400	えーと
1733400	1734400	呼び出せるよっていう
1734400	1735400	うんうん
1735400	1736400	だからまあ
1736400	1737400	基本的に
1738400	1739400	使用感としては
1740400	1741400	クラウドの
1741400	1741400
1741400	1742400	マネージドエージェンツみたいなのを
1742400	1743400	目指してるのかなというふうには
1743400	1744400	思うんですけど
1745400	1746400	ただまあ
1746400	1747400	違うところは
1747400	1748400	ディープエージェンツのその
1748400	1749400	コアの部分が
1749400	1750400	オープンソースとして公開されてるとこかな
1750400	1751400	という
1752400	1753400	はいはいはい
1753400	1754400	ことですね
1754400	1755400	これがまあディープエージェンツっていう
1755400	1756400	あのー
1756400	1757400	オープンソースがあるわけですけど
1757400	1759400	これはラングチェーンから
1760400	1761400	まあラングチェーンをベースとして
1762400	1763400	いわゆる
1763400	1764400	マクロードコードだったりとか
1764400	1765400	コーデックスだったりとか
1765400	1767400	あらかじめ動くエージェントの
1767400	1769400	ハーネスを
1769400	1771400	まあ簡単に実装できると
1772400	1772400
1772400	1774400	いうものになっておるよと
1775400	1776400	でまあコンテクストハブは
1777400	1778400	えーとそれの
1778400	1779400	ディープエージェンツに追加できる
1779400	1780400	バックエンドの一つ
1780400	1781400	まあバックエンドっていう仕組みで
1781400	1782400	ファイルシステムだったりとか
1783400	1784400	あの
1784400	1785400	dbにだったりとかっていう風に
1786400	1788400	エージェントが接続できるっていう
1788400	1789400	インターフェースをですね
1789400	1790400	ディープエージェンツは
1790400	1791400	持ってるわけですけども
1792400	1793400	まあその一つとして
1793400	1794400	コンテキストハブが
1794400	1796400	あの新規に追加をされていて
1796400	1798400	でコンテクストハブが取れるデータというのが
1798400	1801400	はいとエージェント向けのインストラクション
1802400	1803400	まあエージェンツMDみたいな感じの
1804400	1805400	ものだったりとか
1805400	1806400	スキルだったりだとか
1807400	1808400	コンテキストで取れるよ
1809400	1810400	取るための専用のバックエンドを
1810400	1811400	用意しましたよと
1812400	1814400	いう整理ですね
1815400	1816400	基本的にはあれですね
1816400	1817400	今多分作りたいものって
1818400	1819400	エージェントスキルだったり
1820400	1822400	あとはディープウィーキ的なもの
1823400	1825400	をみんな作りたかったりするだろうから
1825400	1827400	そういうのはもうディープエージェンツと
1827400	1830400	コンテキストハブで
1831400	1832400	実装していくみたいなのが
1833400	1837400	まあ一番素直な感じなんでしょうね
1838400	1838400
1839400	1840400	まあスキルとして
1841400	1842400	業務を定義しておいて
1843400	1844400	まあそれをやらせるっていうような
1845400	1846400	こういった
1847400	1848400	方式自体がかなり今一般化してきたな
1848400	1849400	というのがありますね
1849400	1851400	でそれらと合わせて
1852400	1852400
1853400	1854400	まさにそのコンテキストハブ自体も
1855400	1856400	リリースとして
1857400	1858400	宣言されてました
1858400	1859400	6番のところにね
1859400	1860400	書いてある通り
1860400	1861400	うん
1861400	1862400	ちょっと面白かったな
1862400	1863400	LLMゲートウェイですね
1863400	1866400	オープンルーターみたいな感じのものなんですかね
1866400	1869400	そうそうオープンルーターみたいな感じで
1869400	1870400	なんかその課金もここで
1870400	1871400	見れて
1871400	1872400	そのちょっと課金がやばそうなときはここで
1872400	1873400	止めたりできるらしい
1874400	1876400	ちょっと使いすぎだからちょっと一回ちょっと止めようつって
1876400	1877400	ここで
1877400	1879400	遮断することもできる
1879400	1881400	ほんとラングスミスを中心として
1881400	1882400	ワンストップで
1882400	1883400	全部で一回止めようつって
1883400	1884400	ここで
1884400	1885400	オープンルーターみたいな感じで
1885400	1886400	オープンルーターみたいな感じで
1886400	1887400	なんかその課金もここで
1887400	1889400	見れて
1889400	1890400	そのちょっと課金がやばそうなときは
1890400	1891400	ここで
1891400	1893400	ちょっと一回ちょっと止めようつって
1893400	1894400	ここで
1894400	1896400	遮断することもできる
1896400	1898400	ほんとラングスミスを中心として
1898400	1900400	ワンストップで全部
1901400	1902400	見れるっていう
1902400	1904400	制御できるっていう
1904400	1906400	世界観を作ったよっていうのが
1906400	1908400	今回の大きな目玉っていう
1908400	1909400	そうですね
1910400	1911400	うん
1911400	1912400	これはねなんかね
1912400	1913400	仕組みとしても面白いですよね
1917400	1920400	AWDとエージェントコアゲートウェイっていうのがあるんですけど
1920400	1923400	そことも同じような感じですかね
1924400	1925400	クリデンシャルもね
1925400	1927400	ここに持たせておけば
1928400	1931400	ここだけで集中管理することができるんで
1932400	1932400
1933400	1934400	うん
1935400	1936400	余談ですけど
1936400	1937400	結構
1938400	1939400	ハイパースケラーにしても
1939400	1940400	スタートアップにしても
1941400	1942400	同じとこ見てるじゃないですか
1943400	1944400	で
1945400	1946400	クロードのマネージドエージェントなんかも
1946400	1947400	全く
1947400	1949400	まああれはもう
1949400	1951400	クロードってモデルありきな話
1952400	1953400	だったりもするし
1953400	1954400	またオープンAIもそういう風なものが
1955400	1956400	出るんだなと思うと
1957400	1959400	なんかみんな同じ方向を走ってて大丈夫かっていう
1960400	1961400	そうですね
1962400	1963400	あとは
1963400	1965400	このラングチェーンの
1966400	1967400	いわゆるその
1968400	1969400	ベンダーフリーな
1970400	1970400
1971400	1972400	特徴が
1973400	1974400	まあ
1974400	1978400	マーケット的にどうこの先生きてくるかなっていうとこですよね
1978400	1980400	LLMゲートウェイとかでも言っていたのは
1981400	1982400	!
1982400	1984400	まあオープンルーターみたいなものなので
1984400	1987400	まあ昔から言ってるけど
1988400	1990400	フロンティアモデルで処理する部分と
1991400	1992400	うんうん
1993400	1994400	!
1994400	1994400
1995400	1996400	社内のオープンモデルの方に
1996400	1997400	オープンウェイトのモデルの方に
1998400	1999400	ルーティングする
2000400	2000400
2001400	2002400	場合と
2003400	2004400	まあ分けたりみたいなことってできるじゃないですか
2005400	2006400	うんうんうんうん
2006400	2008400	まあそういう使い分けをしたくなることが
2008400	2009400	この先あんのかなっていう
2009400	2011400	まあいわゆるそのフロンティアモデル
2011400	2012400	フロンティアモデル
2012400	2014400	今そのオープンAIとアンソロピックが
2014400	2016400	その二強でその張り合っちゃってる分
2017400	2018400	そのチキンレースになってて
2019400	2020400	うん
2020400	2022400	まあやっぱりそのユーザーとしては
2023400	2024400	そのチキンレースで
2025400	2026400	旨味をこう得ているっていうのが
2026400	2027400	今の状況だけど
2028400	2030400	本当にそういうのがなくなって
2031400	2033400	フェアレートに近い形になったときに
2034400	2035400	もうちょっとみんな頭よく
2036400	2037400	そういったルーティングを使っていった方が
2037400	2038400	いいっていうことになれば
2039400	2040400	まあマーケットとしては受け入れやすいですね
2040400	2041400	こういう
2042400	2043400	ラングチェーン
2044400	2046400	およびそのLLMゲートウェイみたいな機能の
2047400	2048400	使いこなしみたいなの
2049400	2050400	まあでも今のところはね
2051400	2051400
2052400	2053400	何でもかんでもフロンティアモデル
2054400	2056400	使い放題で使えばいいじゃんっていうのが
2057400	2058400	ぶっちゃけ今
2059400	2060400	使い放題だし
2061400	2062400	かつそのね
2062400	2062400
2063400	2064400	APIデートも安いしっていう
2065400	2066400	そうですね
2066400	2067400	当然
2067400	2068400	まあ高い
2068400	2069400	高い方ではあると思うけど
2070400	2071400	その横並びにすると
2072400	2073400	それでも実質ね
2074400	2075400	そんな差があるわけでもないというか
2076400	2077400	そうそう
2077400	2078400	僕らが使ってる以上に札束燃やしてくれているっていう
2079400	2080400	ちょっと変わらないだろうから
2081400	2081400
2081400	2086400	どっかでフェアレートになっていくような流れがあったときに
2087400	2088400	生きてくんのかなっていう
2089400	2091400	ただそのモデルのアウトデートですよね
2091400	2093400	結構フロンティアモデルって
2094400	2095400	3ヶ月後にぐらいで
2096400	2097400	新しいバージョンが出ていって
2098400	2099400	まあ1年ぐらいでリタイアするじゃないですか
2100400	2101400	うんうんうん
2102400	2104400	まあそのリタイアメントにこう
2105400	2107400	耐え売らないものだったりするとか
2108400	2109400	まあかなり特化しているので
2110400	2111400	あまりモデル変える意味がないとか
2112400	2112400
2113400	2114400	になってくると
2115400	2116400	生きてくるのおかしだと
2117400	2118400	そうですね
2119400	2120400	今のところね
2121400	2122400	その
2123400	2124400	汎用か特化かっていうのの
2125400	2125400
2126400	2128400	揺り戻しで言うと
2129400	2132400	今やっぱり汎用の方に大きく触れてるじゃないですか
2133400	2134400	とりあえず何でもかんでも
2135400	2136400	汎用にやらせときゃいいじゃんっていう
2137400	2139400	まあそれがもうちょっと深まって
2140400	2140400
2141400	2143400	特化モデルで小さくていいじゃんみたいなやつが
2144400	2145400	出てくるとね
2146400	2147400	っていう流れになってくるとね
2148400	2149400	まあ今のところそこまで
2149400	2151400	グッとこう
2151400	2152400	こう踏み込めるようなユースケースがあるわけでもないし
2153400	2154400	意外とまあ汎用的なもので
2154400	2155400	いろんなユースケース試すっていう
2156400	2158400	状態なのかなって感じですね
2159400	2160400	そうですね
2161400	2161400
2162400	2162400
2162400	2163400	モデルの中のその
2163400	2165400	そのね
2165400	2166400	ミキスオブエキスパートとか
2167400	2167400
2168400	2169400	汎用モデル側の方がね
2170400	2172400	どんどんどんどん優秀になっていくと
2173400	2174400	まああまりそのハーネス側で
2175400	2178400	頑張る意味がなくなっていくっていうのもあるんで
2179400	2179400
2180400	2182400	そのパワーバランスもありますよね
2183400	2183400
2183400	2184400	そうですね
2184400	2186400	アンストロピックのブログで
2186400	2188400	まあハーネスの機能っていうのは
2188400	2190400	あくまでもこうモデルに対する仮説であって
2191400	2192400	モデルでそれが充足されたら
2193400	2196400	そのね仮説となっている機能は外していいっていう感じで
2196400	2197400	まあハーネスとモデルって
2198400	2199400	一瞬成長していくものだよねっていう
2200400	2202400	いやーすごい考え方だよね
2203400	2204400	まさにと思ったもん
2205400	2206400	うーんままさにだね
2207400	2208400	いやーまさにだよ
2208400	2212400	俺らがやってることなんて結局最後はモデルが全部できるようになったら
2213400	2215400	すべていらなくなる話なので
2216400	2217400	うんうんうん
2218400	2219400	このハーネスの話はね
2220400	2222400	今だけの夢物語かもしれないっていう
2223400	2223400
2224400	2225400	ハーネスなんていらないっていう
2227400	2229400	まあそういうともこのリキャップの話が
2230400	2231400	もともともともとない話になっていくので
2232400	2234400	いやーかもしれないしそうじゃないかもしれない
2235400	2235400
2236400	2237400	まだわかんないね
2237400	2239400	なんかこういうと情報キャッチアップしてるけども
2240400	2240400
2243400	2244400	僕らあくまでもそう
2245400	2246400	その
2246400	2248400	今を見てやっていくしかないですね
2249400	2250400	それを積み上げていくしかない気がする
2250400	2252400	ある日僕らの仕事がなくなるとて
2253400	2254400	とて
2257400	2259400	まあやっぱり本質はこれで
2260400	2261400	!どんな価値出すのかっていうのが
2262400	2265400	一番まあ見なきゃいけない目線かなという
2266400	2266400
2266400	2267400	そうですね
2269400	2269400
2270400	2272400	仕組みとして今この現時点では
2272400	2274400	こういったものが必要されてるし
2275400	2278400	やっぱりこうリリースされていくものなんだけども
2279400	2281400	これを習熟したからといって
2282400	2284400	エンジニアとしてのスキルが
2284400	2286400	じゃあ満足かっていうと
2286400	2287400	まあそういう目線ではないよねっていう
2287400	2288400	そうですね
2290400	2293400	まあじゃあ今までもうみんなどうしてたんですかって
2294400	2297400	その未来が来るのを指を加えて待ってたんですかって言うと
2297400	2298400	そんなことはないんで
2298400	2300400	エンジニアはその
2301400	2305400	あの日々発生する問題を解決することが必要なので
2306400	2308400	まあキャッチアップは必要ですよ
2309400	2310400	うん
2311400	2313400	今こういうのをキャッチアップしないって言うんだったら
2314400	2315400	もうじゃああの
2315400	2317400	あの5年間ここをしのいで
2318400	2320400	5年後にでもあの
2321400	2322400	LLMの世界に入ってくれば
2323400	2324400	ねもう
2325400	2326400	もうあんま何もしなくても良くなってるでしょうけど
2327400	2328400	そうですね
2329400	2331400	まあそういう考え方もあるかなって個人的にはね
2332400	2332400
2333400	2334400	そうですよね
2334400	2335400	まあ外食でいうサイゼリアみたいなね
2336400	2339400	すべてを最後成熟してから導入するっていうね
2340400	2341400	考え方もまあありっちゃあり
2341400	2342400	うんうん
2346400	2348400	まあそれでも今現時点キャッチアップする意味は
2349400	2351400	やっぱこのなんかあの
2352400	2353400	文脈をよく
2354400	2355400	理解できてないか
2356400	2357400	理解できてか理解できてないかというのが
2358400	2360400	まあ今見てみても大きい話だし
2361400	2363400	まあずっとその文脈自体は大きくなり続けるんだろうなっていう
2364400	2367400	今やる意味って結局その仕組みが出来上がっていくその
2368400	2369400	概念から
2369400	2375400	ちゃんとその物理的な仕組みに落とし込んで
2376400	2378400	さらにそれの抽象化が進んでいくっていう
2379400	2381400	この段階をちゃんと見ることによってその
2382400	2386400	中身のパーツがどうやって出来てるかっていうのを知るっていうね
2387400	2387400
2388400	2389400	うんうん
2389400	2390400	うんうん
2390400	2394400	そのうちハーネスがフロンティアラボ側に全部
2395400	2399400	入ったらもう中身が分かんなくなっちゃうしね
2400400	2400400
2400400	2401400	どう見てるか
2401400	2407400	で結構
2408400	2410400	今回のインターナット見てて思ったのは
2411400	2413400	なんかねこれエージェントの技術として
2414400	2416400	これをこう見ていくっていうのももちろん必要なんだけども
2417400	2419400	例えばこのラングスミスエンジンって
2419400	2423400	そのエージェントの改善ループを回すって話なんですが
2424400	2425400	その
2425400	2427400	意味のある意趣を見つけて
2428400	2429400	アクショナブルな単位に上流する
2430400	2431400	っていうのを繰り返すことで
2432400	2433400	まあその
2433400	2434400	改善のアクションを
2435400	2437400	高速に回していこうっていう発想じゃないですか
2438400	2440400	これって普通のソフトウェア開発でも
2440400	2442400	まあやりたいことだよね
2443400	2444400	はいはいはい
2444400	2445400	そうですね
2445400	2446400	今まではまあ人間が
2447400	2449400	なんとか頑張って抽出していたけど
2450400	2451400	うんうんうん
2452400	2453400	で多分個人的にはその
2453400	2455400	AIエージェントを育てるみたいな話が
2456400	2458400	ソフトウェア開発の標準みたいになっていくし
2459400	2461400	そのAIエージェントの動きっていうのはトレースが効くし
2462400	2464400	まあそのねソフトウェアのログも
2465400	2466400	トレースは効くものではあるんだけども
2467400	2468400	そういったものから
2468400	2471400	いかにこう問題を見つけていく
2472400	2473400	問題だったりとか
2473400	2474400	より良くするポイントを
2475400	2476400	ここに見つけていくかっていう
2477400	2477400
2478400	2479400	AIエージェント使えるんだよっていう
2480400	2481400	しざがそもそも必要かなっていう
2482400	2482400
2483400	2485400	そしたらAIエージェントだけではない
2486400	2487400	全てのソフトウェアの
2490400	2492400	作り方が変わってくるかもしれないね
2493400	2494400	そうなんですよね
2494400	2496400	業務でAIエージェント使ってますって話の時に
2496400	2498400	まあ本当になんかそのリソースがあってね
2499400	2500400	すごい人当てられるっていうところだったらば
2500400	2502400	また違うアプローチが取れるかもしれないんだけども
2503400	2503400
2504400	2506400	まあそういうリソースもない中で
2507400	2508400	でもうまくそのAIエージェントを
2509400	2510400	ゲームで回していきたいよねって
2511400	2512400	こういう仕組みを構築することそのものが
2513400	2515400	とても重要なことなのかなと
2515400	2516400	なるほど
2516400	2523400	確かにそれはあるね
2524400	2526400	そうそうそういう風に見ると
2527400	2528400	また全然違う
2529400	2530400	しざでですね
2531400	2532400	この考え方を取り入れられるんじゃないかな
2532400	2533400	うん
2533400	2534400	いいね
2534400	2536400	面白いですね
2536400	2537400	はい
2538400	2539400	はい
2539400	2547400	じゃあ最後にディープエージェントのバージョンアップで
2547400	2548400	ありましたね
2548400	2549400	はい
2549400	2550400	はい
2550400	2551400	0.6
2551400	2553400	まあ今はもう0.61かな
2554400	2555400	うん
2555400	2557400	0.6.1が公開されてますっていうことで
2558400	2560400	どういうものが入ったかっていう話
2561400	2562400	あれどこいったっけ
2562400	2563400	1番下っすね
2564400	2564400
2564400	2565400	7番
2565400	2566400	7番か
2566400	2566400
2566400	2574400	でディープエージェント自体は
2576400	2578400	長時間で複雑なタスクを扱うための
2579400	2580400	エージェントハーネスですよと
2581400	2582400	うん
2582400	2584400	というところで登場しました
2585400	2586400	そうだもう1個ね
2586400	2588400	言ってた話思い出しました
2589400	2591400	えーとAIエージェントとして
2591400	2594400	そして僕らが欲しいものが大きく
2594400	2596400	やっぱり2つに
2597400	2600400	2つのパラダイムに集約しつつあると
2601400	2601400
2602400	2605400	1つがユーザーエクスペリエンスを
2606400	2607400	!
2607400	2608400	向上するもの
2609400	2610400	うーん
2611400	2612400	でもう1つが
2613400	2616400	長時間実行して複雑なタスクを解くエージェント
2617400	2618400	あーなるほど
2619400	2620400	でこれは
2620400	2621400	えっと
2621400	2622400	一緒には扱えないってその
2623400	2624400	あの
2625400	2625400
2626400	2627400	仕組みが違うっていうね
2627400	2629400	それに最適化させるための
2630400	2631400	うん
2631400	2631400
2632400	2633400	例えばチャットボットだったりとか
2634400	2635400	まあ本当にその
2636400	2638400	エクスペリエンスを高めるために使っていく
2639400	2640400	LLMアプリケーションっていう方向
2641400	2641400
2642400	2642400
2643400	2645400	やっぱディープエージェントで実現するような世界観っていうのは
2645400	2646400	やっぱり全然
2646400	2647400	あのー
2647400	2650400	実装すべき仕組みも違って
2651400	2652400	うん
2652400	2656400	で今力かけていくのはディープエージェントの方向性なんだけれども
2656400	2659400	そのエクスペリエンスを上げていくっていうところも忘れずに
2660400	2662400	やっていかないとねっていうところで
2663400	2664400	うん
2665400	2666400	えっと
2667400	2667400
2667400	2668400	なんか
2668400	2670400	UI部分とかコパイロットキットとかと
2671400	2671400
2672400	2673400	なんかパートナーシップみたいな感じで
2674400	2675400	やれてますね
2676400	2677400	やっぱそういう
2678400	2681400	そういうのも大事にしつつディープエージェントの方向
2682400	2684400	長時間複雑なタスクを解いていくっていうような
2685400	2687400	エージェントの実装の方式っていうのも
2688400	2690400	まあ分けて考えてますよっていうのが一個
2690400	2691400	なるほどなるほど
2692400	2696400	ちなみにこれ宣伝なんですけど
2697400	2697400
2698400	2701400	ランググラフとですねコパイロットキットを接続するのにですね
2702400	2704400	実は内部でランググラフサーバー立てなきゃいけないっていう
2704400	2706400	デメリットがあるので
2707400	2708400	特にランググラフサーバー立てなくてもですね
2709400	2711400	コパイロットキットと接続できるライダリを
2712400	2714400	こっそり中で使っているものを公開しているので
2715400	2718400	ぜひ興味ある方は使ってみてください
2719400	2721400	こっそり公開してるし
2722400	2723400	なんならこれ意外とプロダクションで使ってみたいな
2724400	2724400
2725400	2725400
2726400	2727400	ご協力ありがとうございました
2728400	2730400	ありがとうございます
2731400	2731400
2731400	2732400	はい
2734400	2737400	でディープエージェンツの0.6でちょっと面白かったのが
2738400	2739400	ディープエージェンツコードかな
2740400	2741400	うん
2742400	2743400	っていうのもリリースして
2744400	2745400	コーディングエージェント
2746400	2747400	ディープエージェンツに
2748400	2750400	入れて回すっていうことを言ってたんで
2751400	2752400	なるほど
2753400	2754400	ディープエージェンツコードって
2755400	2756400	なんかどっかあった?
2757400	2758400	いやなんかね
2758400	2761400	なんか発表あったんだよね
2761400	2762400	うーん
2762400	2763400	うーん
2769400	2770400	GTメージの
2771400	2772400	どこかで見つけたら
2773400	2773400
2774400	2775400	お願いします
2778400	2779400	シェアします
2780400	2781400	おい
2781400	2782400	であとは
2782400	2784400	ディープエージェンツ
2784400	2785400	もうちょっとキャッチアップできてないんで
2785400	2786400	あれなんですけど
2786400	2789400	ディープエージェンツかどっかか忘れたけど
2790400	2793400	実行環境の中でファイルシステム
2793400	2795400	を
2797400	2803400	効率的に扱えるような
2803400	2804400	ライブラリーというか
2804400	2806400	ファイルシステム自体
2807400	2808400	AEとかも入れて
2809400	2813400	パワーアップしたんだよって話をどっかで聞いたんですよね
2814400	2814400
2815400	2816400	おー
2819400	2820400	要はその
2821400	2823400	コーディングエージェントとか
2824400	2825400	扱うときって
2826400	2827400	基本的にはもうフラットファイル
2828400	2830400	ファイルシステムを触りまくるみたいなことが多いじゃないですか
2830400	2832400	ええええ
2833400	2835400	で言ってしまえばその
2836400	2839400	オブジェクトストレージを
2840400	2841400	そのまま触ろうとすると
2842400	2843400	ファイルシステム
2844400	2845400	風には触れないし
2846400	2847400	うん
2848400	2849400	えっと
2850400	2851400	全部データベースで
2852400	2853400	中身やってたとしても
2854400	2856400	ファイルシステム風には触れないし
2857400	2858400	うんうんうん
2858400	2859400	まあということで
2859400	2861400	ファイルシステムのインターフェースを
2864400	2865400	提供するみたいな話がどっかであって
2866400	2867400	それがねすげえ
2868400	2869400	いいなっていう
2870400	2870400
2871400	2873400	元よりディープエージェントである発想で
2874400	2875400	ステートバックエンドみたいな形で
2876400	2877400	ランクグラフのステートを
2878400	2881400	効果的にファイルシステムのように扱えるみたいな
2882400	2885400	DBのデータをファイルシステムのように扱えるっていう
2885400	2887400	はいはいはい
2888400	2890400	感じでファイルシステムを直接触らせようとすると
2891400	2892400	デプロイメントは
2893400	2893400
2894400	2895400	エージェントを動かすっていうふうに限られちゃうじゃないですか
2896400	2897400	うん
2898400	2899400	そうするとコンテナの起動が重くって
2900400	2901400	その初動が遅かったりとかっていう
2902400	2903400	問題も発生するんですけど
2904400	2906400	もとよりそのDBにアクセスだけであれば
2906400	2908400	いわゆるサーバーの上で
2909400	2910400	エージェントポジションを立ち上げるだけで済むし
2911400	2913400	行動の実行はサンドボックスで実行すればいいっていうふうな
2914400	2915400	話になるので
2916400	2918400	まあいいよねっていうのがあったんですよね
2919400	2919400
2920400	2920400
2921400	2922400	ラングスミスフリートだとか
2923400	2924400	マネージドエージェンスみたいな感じで
2925400	2926400	よりその
2927400	2929400	大量のエージェントを運用できるような環境を
2930400	2931400	彼らが作っている
2932400	2934400	一環でそういったものを強化しているのかなっていう
2934400	2935400	うん
2936400	2937400	今聞いていて感じましたね
2940400	2941400	で実際ここら辺はその
2942400	2943400	例えば
2944400	2946400	タイデイBを提供しているピンキャップとかも
2947400	2949400	最近エージェントにいろいろ
2950400	2952400	対応した製品を出していく中で
2953400	2954400	メモリの製品である
2955400	2957400	Mem9.aiだったりとか
2958400	2959400	と同じように
2960400	2961400	あの
2961400	2964400	ファイルシステムもね出してるんですよね
2965400	2966400	あ、そうなんですね
2967400	2969400	それがねストレージ9.aiだったかな
2970400	2971400	おー
2974400	2976400	でもこれ結局中身は
2977400	2978400	あの
2979400	2980400	あれなんですよ
2982400	2982400
2982400	2984400	データベースなんですよ
2985400	2985400
2986400	2988400	でもインターフェースがファイルシステムのような感じで
2989400	2990400	バックエンドはまあ違うという
2991400	2993400	そう、結局中身どういうことやってるかっていうと
2994400	2994400
2994400	2995400	あの
2995400	2996400	あの
2996400	2997400	XMLとか
2997400	2998400	の
2999400	3000400	X
3000400	3001400	何だったっけ
3001400	3002400	XDBじゃなくて
3002400	3003400	なんかあるよね
3004400	3005400	うんうんうん
3005400	3007400	データベースとファイルシステム
3008400	3010400	交換するような
3011400	3011400
3012400	3014400	そのプロトコルで対応してるだけの話で
3014400	3015400	なるほどね
3015400	3016400	いやでもね
3016400	3018400	それを発想になるよね
3019400	3020400	だから結局あれだよね
3021400	3022400	20年前
3023400	3024400	から
3025400	3026400	人間の発想は
3027400	3028400	変わんないですよ
3029400	3030400	変わんない変わんない
3031400	3033400	XMLでデータベースをやっていた頃から変わんないわけですよ
3034400	3035400	とはいえね
3036400	3037400	その
3038400	3041400	人間と同じようにファイル操作できるっていう風に
3041400	3043400	まあ人間と同じようにファイル操作できるっていう風に
3044400	3045400	まあトレーニングされている
3046400	3046400
3047400	3047400
3048400	3049400	XML自体が
3050400	3050400
3051400	3051400
3052400	3053400	能力に合わせてインターフェース用意してあげて
3054400	3055400	よりその働きにするっていうのは
3056400	3057400	自然な発想ではあるなと
3058400	3058400
3059400	3060400	うん
3063400	3064400	いやでもあれですね
3064400	3066400	その本番を考えるときに
3067400	3068400	うっと
3068400	3069400	すごいこう選択肢が生まれているのは
3069400	3070400	めちゃめちゃいいなっていう
3071400	3072400	感じだし
3072400	3074400	まあこの辺を眺めてみると
3075400	3075400
3076400	3077400	結構方向性は終電していってるなっていう
3078400	3078400
3079400	3080400	感覚を持てますね
3081400	3082400	まあ結局
3083400	3084400	なんか
3085400	3087400	いろんなベンダーが1、2ヶ月ずれぐらいで
3088400	3088400
3089400	3090400	あっちが早く出した
3090400	3091400	こっちが遅く出したとかはあるけど
3092400	3092400
3093400	3094400	まあ
3095400	3096400	パーツパーツのその
3097400	3098400	なんていうんですかな
3098400	3099400	えっと
3099400	3100400	パーツパーツの
3101400	3101400
3102400	3103400	考え方
3103400	3104400	仕組みの考え方とかは
3105400	3107400	もうどこも通定しているというか
3108400	3108400
3109400	3109400
3110400	3113400	あとはあれか
3114400	3115400	!
3116400	3116400
3117400	3118400	あの
3118400	3120400	メモリのその
3121400	3123400	イベント記憶とかに変換して
3124400	3125400	メモリ圧縮するような
3125400	3126400	ドリーミング機能
3127400	3127400
3128400	3129400	とかも
3130400	3132400	出すって言ってた
3133400	3134400	これ言っちゃっていい話なのか分かんないけど
3134400	3135400	その
3135400	3136400	アンバサダーの方で
3137400	3137400
3138400	3139400	メモリがその
3139400	3139400
3140400	3142400	モートになるよねって話を
3143400	3144400	ハリソンさんがポストでもしたんで
3145400	3145400
3146400	3147400	まあ
3147400	3148400	そこにね
3149400	3150400	思いがあるんだなっていうのを感じてたけど
3150400	3151400	うん
3151400	3152400	うん
